ID	gene.symbol.x	chebi.identifier	chebi.name	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
R-MMU-70268	LDHB	CHEBI:57540	NAD+	LDHB_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70268	LDHB	CHEBI:57925	GSH	LDHB_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70268	LDHB	CHEBI:58937	TDP	LDHB_CHEBI:58937	sp|P16125|LDHB_MOUSE	LDHB	protein	Thiamine pyrophosphate	metabolite	0.258590858608853	8.5935413196125e-4	163	0.0377906393233047	LDHB_Thiamine pyrophosphate	thiamine(1+) diphosphate(3−)	CHEBI:58937	primary	57	CHEBI:58937	57	thiamine(1+) diphosphate(3-)	LDHB_Thiamine pyrophosphate_CHEBI:58937	Reactome
R-HSA-77350	ACADS	CHEBI:57540	NAD+	ACADS_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-77352	ACADS	CHEBI:17968	BUT	ACADS_CHEBI:17968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-77352	ACADS	CHEBI:456215	AMP	ACADS_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-77352	ACADS	CHEBI:57540	NAD+	ACADS_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-375165	CREB1	CHEBI:58189	GDP	CREB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9660821	CREB1	CHEBI:16335	Ade-Rib	CREB1_CHEBI:16335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9660821	CREB1	CHEBI:58189	GDP	CREB1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9707616	CREB1	CHEBI:15756	Palm	CREB1_CHEBI:15756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9707616	CREB1	CHEBI:17351	LINA	CREB1_CHEBI:17351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9707616	CREB1	CHEBI:27432	ALA	CREB1_CHEBI:27432	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9707616	CREB1	CHEBI:61120	Peroxisome Proliferator Receptor Element (PPRE)	CREB1_CHEBI:61120	sp|Q01147|CREB1_MOUSE	CREB1	protein	2'-Deoxyuridine	metabolite	0.417595698778292	2.92297264170571e-8	163	2.38937024934206e-5	CREB1_2'-Deoxyuridine	2'-deoxyuridine	CHEBI:16450	primary	46	CHEBI:61120	20	nucleobase-containing molecular entity	CREB1_2'-Deoxyuridine_CHEBI:61120	Reactome
R-HSA-186763	PDGFRA	CHEBI:58189	GDP	PDGFRA_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9673767	PDGFRA	CHEBI:58189	GDP	PDGFRA_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9673770	PDGFRA	CHEBI:58189	GDP	PDGFRA_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-199220	SLC25A16	CHEBI:29032	PanK	SLC25A16_CHEBI:29032	sp|Q8C0K5|GDC_MOUSE	SLC25A16	protein	Pantothenic acid	metabolite	-0.358551765783535	2.60581158784134e-6	163	7.6329468227345e-4	SLC25A16_Pantothenic acid	(R)-pantothenate	CHEBI:29032	primary	30	CHEBI:29032	30	(R)-pantothenate	SLC25A16_Pantothenic acid_CHEBI:29032	Reactome
R-HSA-199220	SLC25A16	CHEBI:58343	PAP	SLC25A16_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2022857	GLB1	CHEBI:28061	Gal	GLB1_CHEBI:28061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2024096	GLB1	CHEBI:28061	Gal	GLB1_CHEBI:28061	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2024096	GLB1	CHEBI:29991	L-Asp	GLB1_CHEBI:29991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2024096	GLB1	CHEBI:4178	GlcA	GLB1_CHEBI:4178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-180024	PPP3CB	CHEBI:456215	AMP	PPP3CB_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5607763	PPP3CB	CHEBI:57540	NAD+	PPP3CB_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964058	LCAT	CHEBI:15904	LCFAs	LCAT_CHEBI:15904	sp|P16301|LCAT_MOUSE	LCAT	protein	Myristic acid	metabolite	0.274163776834836	3.9792541219974e-4	163	0.0234369342804364	LCAT_Myristic acid	tetradecanoic acid	CHEBI:28875	primary	32	CHEBI:15904	28	long-chain fatty acid	LCAT_Myristic acid_CHEBI:15904	Reactome
R-MMU-8964208	PAH	CHEBI:15361	PYR	PAH_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:18005	kPPV	PAH_CHEBI:18005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:29991	L-Asp	PAH_CHEBI:29991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:57540	NAD+	PAH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:57972	L-Ala	PAH_CHEBI:57972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:58095	L-Phe	PAH_CHEBI:58095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-8964208	PAH	CHEBI:58315	L-Tyr	PAH_CHEBI:58315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-9759218	MMUT	CHEBI:57540	NAD+	MMUT_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-9759218	MMUT	CHEBI:57844	L-Met	MMUT_CHEBI:57844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-9759218	MMUT	CHEBI:57856	AdoHcy	MMUT_CHEBI:57856	sp|P16332|MUTA_MOUSE	MMUT	protein	S-(5'-Adenosyl)-L-homocysteine	metabolite	0.292908269354722	1.4800880663656e-4	163	0.0123661448268743	MMUT_S-(5'-Adenosyl)-L-homocysteine	S-adenosyl-L-homocysteine zwitterion	CHEBI:57856	primary	13	CHEBI:57856	13	S-adenosyl-L-homocysteine zwitterion	MMUT_S-(5'-Adenosyl)-L-homocysteine_CHEBI:57856	Reactome
R-MMU-9759218	MMUT	CHEBI:57925	GSH	MMUT_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-186763	NCK1	CHEBI:58189	GDP	NCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-418885	NCK1	CHEBI:58189	GDP	NCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-428540	NCK1	CHEBI:58189	GDP	NCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013420	NCK1	CHEBI:58189	GDP	NCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9013424	NCK1	CHEBI:58189	GDP	NCK1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-140342	H1-5	CHEBI:61120	DFF cleaved DNA fragments	H1-5_CHEBI:61120	sp|P43276|H15_MOUSE	H1-5	protein	2'-Deoxycytidine	metabolite	0.369236471905125	1.2325942981839e-6	163	4.3888407500608e-4	H1-5_2'-Deoxycytidine	2'-deoxycytidine	CHEBI:15698	primary	46	CHEBI:61120	20	nucleobase-containing molecular entity	H1-5_2'-Deoxycytidine_CHEBI:61120	Reactome
R-HSA-140342	H1-3	CHEBI:61120	DFF cleaved DNA fragments	H1-3_CHEBI:61120	sp|P43277|H13_MOUSE	H1-3	protein	2'-Deoxyuridine	metabolite	0.364007376853762	1.7840167367833e-6	163	5.7875516142889e-4	H1-3_2'-Deoxyuridine	2'-deoxyuridine	CHEBI:16450	primary	46	CHEBI:61120	20	nucleobase-containing molecular entity	H1-3_2'-Deoxyuridine_CHEBI:61120	Reactome
R-HSA-140342	H1-2	CHEBI:61120	DFF cleaved DNA fragments	H1-2_CHEBI:61120	sp|P15864|H12_MOUSE	H1-2	protein	2'-Deoxycytidine	metabolite	0.360932072618483	2.21067396766195e-6	163	6.7714271054962e-4	H1-2_2'-Deoxycytidine	2'-deoxycytidine	CHEBI:15698	primary	46	CHEBI:61120	20	nucleobase-containing molecular entity	H1-2_2'-Deoxycytidine_CHEBI:61120	Reactome
R-MMU-2022377	ENPEP	CHEBI:30879	Alcohol	ENPEP_CHEBI:30879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-2022377	ENPEP	CHEBI:32682	L-Arg	ENPEP_CHEBI:32682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9033807	ABO	CHEBI:58189	GDP	ABO_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9033807	ABO	CHEBI:66914	UDP-Gal	ABO_CHEBI:66914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2142691	DPEP1	CHEBI:29985	L-Glu	DPEP1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2142691	DPEP1	CHEBI:57925	GSH	DPEP1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5423646	DPEP1	CHEBI:29985	L-Glu	DPEP1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5423646	DPEP1	CHEBI:57925	GSH	DPEP1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9664535	DPEP1	CHEBI:29985	L-Glu	DPEP1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:29806	FUMA	ASS1_CHEBI:29806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:29985	L-Glu	ASS1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:29991	L-Asp	ASS1_CHEBI:29991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:32682	L-Arg	ASS1_CHEBI:32682	sp|P16460|ASSY_MOUSE	ASS1	protein	L-Arginine	metabolite	-0.342752490102393	8.55801309573856e-6	161	0.00177751364336984	ASS1_L-Arginine	L-argininium(1+)	CHEBI:32682	primary	11	CHEBI:32682	11	L-argininium(1+)	ASS1_L-Arginine_CHEBI:32682	Reactome
R-MMU-70635	ASS1	CHEBI:456215	AMP	ASS1_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:46911	L-Orn	ASS1_CHEBI:46911	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:57472	ARSUA	ASS1_CHEBI:57472	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70635	ASS1	CHEBI:57743	L-Cit	ASS1_CHEBI:57743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-375165	SPTAN1	CHEBI:58189	GDP	SPTAN1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-9013420	SPTAN1	CHEBI:58189	GDP	SPTAN1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-9013424	SPTAN1	CHEBI:58189	GDP	SPTAN1_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1433557	FER	CHEBI:58189	GDP	FER_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1912420	ATP2A2	CHEBI:60377	CMP	ATP2A2_CHEBI:60377	sp|O55143|AT2A2_MOUSE	ATP2A2	protein	Cytidine 5'-monophosphate	metabolite	0.328234598027382	1.89015101685897e-5	163	0.00308235363948683	ATP2A2_Cytidine 5'-monophosphate	cytidine 5'-monophosphate(2−)	CHEBI:60377	primary	73	CHEBI:60377	73	cytidine 5'-monophosphate(2-)	ATP2A2_Cytidine 5'-monophosphate_CHEBI:60377	Reactome
R-HSA-1912420	ATP2A2	CHEBI:66914	UDP-Gal	ATP2A2_CHEBI:66914	sp|O55143|AT2A2_MOUSE	ATP2A2	protein	Uridine 5'-diphosphogalactose	metabolite	0.326096661082478	2.15694916947395e-5	163	0.00338628094188847	ATP2A2_Uridine 5'-diphosphogalactose	UDP-α-D-galactose(2−)	CHEBI:66914	primary	23	CHEBI:66914	23	UDP-alpha-D-galactose(2-)	ATP2A2_Uridine 5'-diphosphogalactose_CHEBI:66914	Reactome
R-HSA-3000471	CD36	CHEBI:15904	LCFAs	CD36_CHEBI:15904	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-3000471	CD36	CHEBI:24654	hydroxy fatty acid	CD36_CHEBI:24654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-434313	CD36	CHEBI:15756	PALM	CD36_CHEBI:15756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-434313	CD36	CHEBI:456215	AMP	CD36_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-5686938	CD36	CHEBI:24654	hydroxy fatty acid	CD36_CHEBI:24654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:15361	PYR	GAPDH_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:15873	GlcN6P	GAPDH_CHEBI:15873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:17925	Glc	GAPDH_CHEBI:17925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:30769	CIT	GAPDH_CHEBI:30769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:32966	F1,6PP	GAPDH_CHEBI:32966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:456215	AMP	GAPDH_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:57540	NAD+	GAPDH_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:57634	Fru(6)P	GAPDH_CHEBI:57634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:58225	G6P	GAPDH_CHEBI:58225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:58272	3PG	GAPDH_CHEBI:58272	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	GAPDH	CHEBI:58289	2PG	GAPDH_CHEBI:58289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-1433557	FES	CHEBI:58189	GDP	FES_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-114604	PLCG2	CHEBI:58189	GDP	PLCG2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-2424491	PLCG2	CHEBI:58189	GDP	PLCG2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-9680350	PLCG2	CHEBI:58189	GDP	PLCG2_CHEBI:58189	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963684	FAH	CHEBI:16810	2OG	FAH_CHEBI:16810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963684	FAH	CHEBI:29806	FUMA	FAH_CHEBI:29806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963684	FAH	CHEBI:29985	L-Glu	FAH_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963684	FAH	CHEBI:38290	AscH-	FAH_CHEBI:38290	sp|P35505|FAAA_MOUSE	FAH	protein	vitamin C	metabolite	-0.261011044107006	7.6474660282333e-4	163	0.0351790065054117	FAH_vitamin C	L-ascorbate	CHEBI:38290	primary	45	CHEBI:38290	45	L-ascorbate	FAH_vitamin C_CHEBI:38290	Reactome
R-HSA-8963684	FAH	CHEBI:57925	GSH	FAH_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963684	FAH	CHEBI:58315	L-Tyr	FAH_CHEBI:58315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	GOT1	CHEBI:16708	Ade	GOT1_CHEBI:16708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	GOT1	CHEBI:17509	MTAD	GOT1_CHEBI:17509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	GOT1	CHEBI:35179	2-Oxoacid	GOT1_CHEBI:35179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	GOT1	CHEBI:57844	L-Met	GOT1_CHEBI:57844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-1237112	GOT1	CHEBI:59869	L-amino acid	GOT1_CHEBI:59869	sp|P05201|AATC_MOUSE	GOT1	protein	L-Valine	metabolite	0.2811326827671	2.7772720866137e-4	163	0.0186288705241898	GOT1_L-Valine	L-valine zwitterion	CHEBI:57762	primary	15	CHEBI:59869	14	L-alpha-amino acid zwitterion	GOT1_L-Valine_CHEBI:59869	Reactome
R-HSA-8963693	GOT1	CHEBI:16810	2OG	GOT1_CHEBI:16810	sp|P05201|AATC_MOUSE	GOT1	protein	alpha-Ketoglutarate	metabolite	-0.335911349571289	1.16688165341383e-5	163	0.00219612048509318	GOT1_alpha-Ketoglutarate	2-oxoglutarate(2−)	CHEBI:16810	primary	24	CHEBI:16810	24	2-oxoglutarate(2-)	GOT1_alpha-Ketoglutarate_CHEBI:16810	Reactome
R-HSA-8963693	GOT1	CHEBI:16953	NAASP	GOT1_CHEBI:16953	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:21547	NAA	GOT1_CHEBI:21547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:29985	L-Glu	GOT1_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:29991	L-Asp	GOT1_CHEBI:29991	sp|P05201|AATC_MOUSE	GOT1	protein	L-Aspartic acid	metabolite	-0.249286060053587	0.00133200472477335	163	0.0492410153018053	GOT1_L-Aspartic acid	L-aspartate(1−)	CHEBI:29991	primary	37	CHEBI:29991	37	L-aspartate(1-)	GOT1_L-Aspartic acid_CHEBI:29991	Reactome
R-HSA-8963693	GOT1	CHEBI:456215	AMP	GOT1_CHEBI:456215	sp|P05201|AATC_MOUSE	GOT1	protein	Adenosine 5'-monophosphate	metabolite	0.25854174488679	8.6138079226461e-4	163	0.0378518802154772	GOT1_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	GOT1_Adenosine 5'-monophosphate_CHEBI:456215	Reactome
R-HSA-8963693	GOT1	CHEBI:507393	TAU	GOT1_CHEBI:507393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:57853	HTAU	GOT1_CHEBI:57853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:58048	L-Asn	GOT1_CHEBI:58048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-HSA-8963693	GOT1	CHEBI:61085	CSA	GOT1_CHEBI:61085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:15361	PYR	ENO1_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:15873	GlcN6P	ENO1_CHEBI:15873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:17925	Glc	ENO1_CHEBI:17925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:30769	CIT	ENO1_CHEBI:30769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:32966	F1,6PP	ENO1_CHEBI:32966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:456215	AMP	ENO1_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:57540	NAD+	ENO1_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
R-MMU-70171	ENO1	CHEBI:57634	Fru(6)P	ENO1_CHEBI:57634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome
