gene.symbol.x	ID	chebi.name	chebi.identifier	edge_db	row	gene.symbol.y	analyte1	column	analyte2	cor	p	n	p_adj	edge	chebi.name.child	chebi.id.child	identifier.rank	length.child	chebi.id.ancestor	length.ancestor	chebi.name.ancestor	edge_ancestor2	database
H6PD	RHEA:62064	NAD(+)	CHEBI:57540	H6PD_CHEBI:57540	sp|Q8CFX1|G6PE_MOUSE	H6PD	protein	NAD	metabolite	-0.26118643186973084	7.582773947514276e-4	163	0.00602538960520582	H6PD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	H6PD_NAD_CHEBI:57540	Rhea
H6PD	RHEA:62076	NAD(+)	CHEBI:57540	H6PD_CHEBI:57540	sp|Q8CFX1|G6PE_MOUSE	H6PD	protein	NAD	metabolite	-0.26118643186973084	7.582773947514276e-4	163	0.00602538960520582	H6PD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	H6PD_NAD_CHEBI:57540	Rhea
H6PD	RHEA:62088	D-glucosamine 6-phosphate	CHEBI:58725	H6PD_CHEBI:58725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
H6PD	RHEA:14293	D-glucose	CHEBI:4167	H6PD_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
H6PD	RHEA:14293	NAD(+)	CHEBI:57540	H6PD_CHEBI:57540	sp|Q8CFX1|G6PE_MOUSE	H6PD	protein	NAD	metabolite	-0.26118643186973084	7.582773947514276e-4	163	0.00602538960520582	H6PD_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	H6PD_NAD_CHEBI:57540	Rhea
H6PD	RHEA:14293	D-glucono-1,5-lactone	CHEBI:16217	H6PD_CHEBI:16217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
H6PD	RHEA:14405	D-glucose	CHEBI:4167	H6PD_CHEBI:4167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
H6PD	RHEA:14405	D-glucono-1,5-lactone	CHEBI:16217	H6PD_CHEBI:16217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
VNN1	RHEA:13445	(R)-pantothenate	CHEBI:29032	VNN1_CHEBI:29032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NADK	RHEA:18629	NAD(+)	CHEBI:57540	NADK_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NADK	RHEA:18629	ADP	CHEBI:456216	NADK_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MPC2	RHEA:64720	pyruvate	CHEBI:15361	MPC2_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ETHE1	RHEA:12981	glutathione	CHEBI:57925	ETHE1_CHEBI:57925	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:15421	a long-chain fatty acid	CHEBI:57560	ACSL3_CHEBI:57560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:15421	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:19713	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:36139	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:52116	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:52112	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:52108	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:52016	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:52012	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:48340	a medium chain fatty acid	CHEBI:59558	ACSL3_CHEBI:59558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:48340	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:30751	hexadecanoate	CHEBI:7896	ACSL3_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:30751	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33619	tetradecanoate	CHEBI:30807	ACSL3_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33619	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33623	dodecanoate	CHEBI:18262	ACSL3_CHEBI:18262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33623	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33615	octadecanoate	CHEBI:25629	ACSL3_CHEBI:25629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33615	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:46208	eicosanoate	CHEBI:32360	ACSL3_CHEBI:32360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:46208	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33607	(9Z)-octadecenoate	CHEBI:30823	ACSL3_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33607	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33647	(9Z)-hexadecenoate	CHEBI:32372	ACSL3_CHEBI:32372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33647	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:33651	(9Z,12Z)-octadecadienoate	CHEBI:30245	ACSL3_CHEBI:30245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:33651	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:44936	(9Z,12Z,15Z)-octadecatrienoate	CHEBI:32387	ACSL3_CHEBI:32387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ACSL3	RHEA:44936	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:44932	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:67848	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
ACSL3	RHEA:38883	a fatty acid	CHEBI:28868	ACSL3_CHEBI:28868	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	propionate	metabolite	-0.256005848637372	9.721885826454724e-4	163	0.00736858688641058	ACSL3_propionate	propionate	CHEBI:17272	primary	26	CHEBI:28868	22	fatty acid anion	ACSL3_propionate_CHEBI:28868	Rhea
ACSL3	RHEA:38883	AMP	CHEBI:456215	ACSL3_CHEBI:456215	sp|Q9CZW4|ACSL3_MOUSE	ACSL3	protein	Adenosine 5'-monophosphate	metabolite	-0.2150386723580185	0.00584010033174053	163	0.03074231530882172	ACSL3_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	ACSL3_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
OXSR1	RHEA:17989	ADP	CHEBI:456216	OXSR1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
OXSR1	RHEA:46608	ADP	CHEBI:456216	OXSR1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
MAP4K4	RHEA:17989	ADP	CHEBI:456216	MAP4K4_CHEBI:456216	sp|P97820|M4K4_MOUSE	MAP4K4	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.26216324152485077	7.231592949745735e-4	163	0.00579978582017704	MAP4K4_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAP4K4_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
MAP4K4	RHEA:46608	ADP	CHEBI:456216	MAP4K4_CHEBI:456216	sp|P97820|M4K4_MOUSE	MAP4K4	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.26216324152485077	7.231592949745735e-4	163	0.00579978582017704	MAP4K4_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	MAP4K4_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
AIFM1	RHEA:11356	NAD(+)	CHEBI:57540	AIFM1_CHEBI:57540	sp|Q9Z0X1|AIFM1_MOUSE	AIFM1	protein	NAD	metabolite	0.4766190126250366	1.2647283220701408e-10	163	9.698110292197952e-9	AIFM1_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	AIFM1_NAD_CHEBI:57540	Rhea
LATS1	RHEA:17989	ADP	CHEBI:456216	LATS1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LATS1	RHEA:46608	ADP	CHEBI:456216	LATS1_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
BPNT1	RHEA:10040	adenosine 3',5'-bisphosphate	CHEBI:58343	BPNT1_CHEBI:58343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
BPNT1	RHEA:10040	AMP	CHEBI:456215	BPNT1_CHEBI:456215	sp|Q9Z0S1|BPNT1_MOUSE	BPNT1	protein	Adenosine 5'-monophosphate	metabolite	0.444843042760397	2.694478418163726e-9	163	1.431425131752206e-7	BPNT1_Adenosine 5'-monophosphate	adenosine 5'-monophosphate(2−)	CHEBI:456215	primary	21	CHEBI:456215	21	adenosine 5'-monophosphate(2-)	BPNT1_Adenosine 5'-monophosphate _CHEBI:456215	Rhea
DDAH2	RHEA:17305	L-citrulline	CHEBI:57743	DDAH2_CHEBI:57743	sp|Q99LD8|DDAH2_MOUSE	DDAH2	protein	L-Citrulline	metabolite	-0.2973319096053209	1.1601091918334028e-4	163	0.00129069258882883	DDAH2_L-Citrulline	L-citrulline zwitterion	CHEBI:57743	primary	13	CHEBI:57743	13	L-citrulline zwitterion	DDAH2_L-Citrulline_CHEBI:57743	Rhea
DDAH2	RHEA:25173	L-citrulline	CHEBI:57743	DDAH2_CHEBI:57743	sp|Q99LD8|DDAH2_MOUSE	DDAH2	protein	L-Citrulline	metabolite	-0.2973319096053209	1.1601091918334028e-4	163	0.00129069258882883	DDAH2_L-Citrulline	L-citrulline zwitterion	CHEBI:57743	primary	13	CHEBI:57743	13	L-citrulline zwitterion	DDAH2_L-Citrulline_CHEBI:57743	Rhea
ABHD16A	RHEA:41752	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:44516	(9Z,12Z)-octadecadienoate	CHEBI:30245	ABHD16A_CHEBI:30245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:44524	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:44528	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:40919	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:44312	tetradecanoate	CHEBI:30807	ABHD16A_CHEBI:30807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:39963	hexadecanoate	CHEBI:7896	ABHD16A_CHEBI:7896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:38487	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:38491	(9Z)-octadecenoate	CHEBI:30823	ABHD16A_CHEBI:30823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:44732	(9Z,12Z)-octadecadienoate	CHEBI:30245	ABHD16A_CHEBI:30245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ABHD16A	RHEA:48428	(9Z,12Z)-octadecadienoate	CHEBI:30245	ABHD16A_CHEBI:30245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
TXNDC12	RHEA:21064	glutathione	CHEBI:57925	TXNDC12_CHEBI:57925	sp|Q9CQU0|TXD12_MOUSE	TXNDC12	protein	L-Glutathione reduced	metabolite	0.2272913452420721	0.00352490453248588	163	0.0206482594715316	TXNDC12_L-Glutathione reduced	glutathionate(1−)	CHEBI:57925	primary	12	CHEBI:57925	12	glutathionate(1-)	TXNDC12_L-Glutathione reduced_CHEBI:57925	Rhea
TXNDC12	RHEA:21064	glutathione disulfide	CHEBI:58297	TXNDC12_CHEBI:58297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
FTCD	RHEA:15097	L-glutamate	CHEBI:29985	FTCD_CHEBI:29985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
NUDT3	RHEA:30527	ADP	CHEBI:456216	NUDT3_CHEBI:456216	sp|Q9JI46|NUDT3_MOUSE	NUDT3	protein	Adenosine 5'-diphosphate sodium salt	metabolite	-0.2101851373405827	0.00708201475312875	163	0.03572621896477106	NUDT3_Adenosine 5'-diphosphate sodium salt	ADP(3−)	CHEBI:456216	primary	21	CHEBI:456216	21	ADP(3-)	NUDT3_Adenosine 5'-diphosphate sodium salt_CHEBI:456216	Rhea
NUDT3	RHEA:32039	AMP	CHEBI:456215	NUDT3_CHEBI:456215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PAK4	RHEA:17989	ADP	CHEBI:456216	PAK4_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
PAK4	RHEA:46608	ADP	CHEBI:456216	PAK4_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CHEK2	RHEA:17989	ADP	CHEBI:456216	CHEK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
CHEK2	RHEA:46608	ADP	CHEBI:456216	CHEK2_CHEBI:456216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LDHA	RHEA:23444	(S)-lactate	CHEBI:16651	LDHA_CHEBI:16651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LDHA	RHEA:23444	NAD(+)	CHEBI:57540	LDHA_CHEBI:57540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
LDHA	RHEA:23444	pyruvate	CHEBI:15361	LDHA_CHEBI:15361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Rhea
ALDH1A1	RHEA:16185	an aldehyde	CHEBI:17478	ALDH1A1_CHEBI:17478	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	Glyoxylic acid	metabolite	-0.301601187445977	9.136258396802432e-5	163	0.00105896620425019	ALDH1A1_Glyoxylic acid	glyoxylic acid	CHEBI:16891	primary	31	CHEBI:17478	17	aldehyde	ALDH1A1_Glyoxylic acid _CHEBI:17478	Rhea
ALDH1A1	RHEA:16185	NAD(+)	CHEBI:57540	ALDH1A1_CHEBI:57540	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	NAD	metabolite	-0.3967518105563015	1.5779940953919438e-7	163	4.868484750486607e-6	ALDH1A1_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ALDH1A1_NAD_CHEBI:57540	Rhea
ALDH1A1	RHEA:16185	a carboxylate	CHEBI:29067	ALDH1A1_CHEBI:29067	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	Succinate	metabolite	-0.4847467344061241	5.4921400760576944e-11	163	4.638771798161159e-9	ALDH1A1_Succinate	succinate(2−)	CHEBI:30031	primary	25	CHEBI:29067	19	carboxylic acid anion	ALDH1A1_Succinate_CHEBI:29067	Rhea
ALDH1A1	RHEA:42080	NAD(+)	CHEBI:57540	ALDH1A1_CHEBI:57540	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	NAD	metabolite	-0.3967518105563015	1.5779940953919438e-7	163	4.868484750486607e-6	ALDH1A1_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ALDH1A1_NAD_CHEBI:57540	Rhea
ALDH1A1	RHEA:42084	NAD(+)	CHEBI:57540	ALDH1A1_CHEBI:57540	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	NAD	metabolite	-0.3967518105563015	1.5779940953919438e-7	163	4.868484750486607e-6	ALDH1A1_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ALDH1A1_NAD_CHEBI:57540	Rhea
ALDH1A1	RHEA:47132	NAD(+)	CHEBI:57540	ALDH1A1_CHEBI:57540	sp|P24549|AL1A1_MOUSE	ALDH1A1	protein	NAD	metabolite	-0.3967518105563015	1.5779940953919438e-7	163	4.868484750486607e-6	ALDH1A1_NAD	NAD(1−)	CHEBI:57540	primary	20	CHEBI:57540	20	NAD(1-)	ALDH1A1_NAD_CHEBI:57540	Rhea
